id,date,time,anon_name,tweet,hashtags,sentiment_label,sentiment_score,emotion_label,emotion_score,Name
982770243.0,2008-10-31,02:42:39,source-002,ميركل وبراون يتفقان على إجراءات مشتركة لمواجهة الأزمة المالية العالمية  http://tinyurl.com/6msohs,[],neutral,0.9837485551834106,surprise,0.2538800239562988,-1_أردوغان_الأسد_الشعب_ترمب
982521814.0,2008-10-30,23:43:51,source-002,ميركل تشيد بتراجع معدلات البطالة في ألمانيا وتعتبره دليلاً على نجاح حكومتها  http://tinyurl.com/6rl35v,[],positive,0.7726054787635803,anger,0.2869544327259063,3310_البطالة_معدل_معدلات_نسبة
982335505.0,2008-10-30,21:42:58,source-002,القوات البولندية تنهي مهمتها رسميا في العراق  http://tinyurl.com/6hlrd9,[],neutral,0.979661226272583,anger,0.4326896071434021,3880_الهجن_الخيول_البولندية_سباقات
982289629.0,2008-10-30,21:13:42,source-002,برلين تسدل الستار على مطار تمبلهوف الأسطوري  http://tinyurl.com/65fpjn,[],neutral,0.7223079800605774,joy,0.6532737612724304,933_جدار_لسقوط_برلين_عازل
981964796.0,2008-10-30,16:41:26,source-002,ألمانيا تدرس تقديم إعفاءات ضريبية لأصحاب السيارات الصديقة للبيئة  http://tinyurl.com/68g27m,[],neutral,0.9653735756874084,anger,0.3587446808815002,1447_إعفاءات_لاستيراد_باستيراد_الإعفاءات
981943178.0,2008-10-30,16:12:33,source-002,هوفنهايم يجتاز عقبة بوخوم ويستعيد صدارة البوندسليجا  http://tinyurl.com/6jrgst,[],neutral,0.9799842238426208,sadness,0.5510224103927612,117_بايرن_ميونيخ_دورتموند_البوندسليغا
981879612.0,2008-10-30,14:41:06,source-002,تعليقات الصحف الألمانية 30 أكتوبر/تشرين أول 2008  http://tinyurl.com/5clm4t,[],neutral,0.9930816292762756,joy,0.4352214932441711,516_تعليقات_الصحف_الألمانية_ساخرة
981076075.0,2008-10-30,02:11:54,source-002,"""أوباما سوف ينتهج مع العرب سياسة الإقناع مع لي الذراع""  http://tinyurl.com/6577co",[],negative,0.5232704281806946,anger,0.9348865747451782,-1_أردوغان_الأسد_الشعب_ترمب
980910174.0,2008-10-30,00:13:44,source-002,هامبورج تستضيف الملتقى الصحي العربي الألماني الثالث وسط حضور عربي مميز  http://tinyurl.com/6jw3gh,[],neutral,0.5689053535461426,joy,0.8681455850601196,2642_الملتقى_الاستيعابية_طاقته_افتتحه
980910147.0,2008-10-30,00:13:42,source-002,شبح الركود يهدد قطاع صناعة السيارات بألمانيا  http://tinyurl.com/5ahz92,[],negative,0.8866211175918579,anger,0.3067314922809601,1292_مبيعات_السيارات_لمبيعات_التجزئة
980733728.0,2008-10-29,22:14:27,source-002,في تورنجن ـ فنان تشكيل الزجاج مويزل يستمد فنه من عراقة وثقافة ولايته  http://tinyurl.com/5freo8,[],positive,0.756799578666687,joy,0.928382694721222,-1_أردوغان_الأسد_الشعب_ترمب
980686790.0,2008-10-29,21:45:03,source-002,خبراء يحذرون من ارتفاع مستوى البحر مترا هذا القرن  http://tinyurl.com/6xaabo,[],negative,0.8840169310569763,surprise,0.3450751304626465,345_القطب_ذوبان_الكربون_أكسيد
980367484.0,2008-10-29,17:41:42,source-002,ليفركوزن يهزم فيردر بريمن وينتزع صدارة البوندسليجا  http://tinyurl.com/5a56fk,[],neutral,0.9948798418045044,joy,0.4452487230300903,117_بايرن_ميونيخ_دورتموند_البوندسليغا
980342576.0,2008-10-29,17:12:20,source-002,تعزيز دور الدولة المباشر في الحياة الاقتصادية يعيد الاعتبار للرأسمالية الاجتماعية  http://tinyurl.com/6qmhxm,[],positive,0.4987202286720276,joy,0.6147239208221436,2930_حواره_المباشر_والمواطنين_يجيب
980177604.0,2008-10-29,13:12:30,source-002,تعليقات الصحف الألمانية 29 أكتوبر/تشرين الأول 2008  http://tinyurl.com/635p8e,[],neutral,0.9940898418426514,joy,0.5169901251792908,516_تعليقات_الصحف_الألمانية_ساخرة
979462608.0,2008-10-29,02:14:47,source-002,الشركات الأوروبية في صدارة الشركات الأجنبية الممولة للحملات الانتخابية الأمريكية  http://tinyurl.com/5hpotp,[],neutral,0.974263310432434,joy,0.5102997422218323,3362_تعليمهم_الممولة_اليونيسف_أضف
979125375.0,2008-10-28,21:48:53,source-002,المحكمة الدستورية في ألمانيا تدرس شكوى تشكك في نزاهة التصويت بواسطة الكمبيوتر  http://tinyurl.com/66v684,[],neutral,0.878463625907898,anger,0.5190264582633972,198_النقاب_بيغيدا_الحجاب_ارتداء
979125283.0,2008-10-28,21:48:50,source-002,وزير الداخلية الألماني يشدد على أهمية التعاون الدولي في التعامل مع الهجرة  http://tinyurl.com/577jnx,[],neutral,0.9746698141098022,joy,0.3723714649677276,2541_البوندسليغا_بوندسليغا_الألماني_والخاسرين
979125056.0,2008-10-28,21:48:39,source-002,شليزفيغ-هولشتاين: محمية طبيعة ثرية بالتنوع الحيوي  http://tinyurl.com/5go8lj,[],positive,0.8579675555229187,joy,0.8907375335693359,-1_أردوغان_الأسد_الشعب_ترمب
978869463.0,2008-10-28,18:41:57,source-002,انطباعات ألمانية في لبنان... أحبت بلاد الأرز وهربت منه خوفا بحثا عن حياة آمنة  http://tinyurl.com/6pdzwv,[],neutral,0.8213109970092773,sadness,0.5595828294754028,449_بلاد_المرابطون_بلمختار_دروكدال
978736977.0,2008-10-28,16:12:00,source-002,"خبراء ألمان: علامات ""الخَرف"" تتجاوز النسيان ومن العبث الجدل مع المريض  http://tinyurl.com/6x34gw",[],negative,0.7543427348136902,fear,0.331469863653183,-1_أردوغان_الأسد_الشعب_ترمب
978657013.0,2008-10-28,14:11:46,source-002,المفوضية الأوروبية تريد حظر التدخين في جميع حانات ومطاعم الاتحاد الأوروبي  http://tinyurl.com/5ojufw,[],neutral,0.9503895044326782,anger,0.4486538171768188,2940_التدخين_المشروبات_الكحولية_الإقلاع
978637484.0,2008-10-28,13:41:21,source-002,تعليقات الصحف الألمانية 28 أكتوبر/تشرين الأول 2008  http://tinyurl.com/55lpw5,[],neutral,0.9940898418426514,joy,0.5169901251792908,516_تعليقات_الصحف_الألمانية_ساخرة
977835860.0,2008-10-28,01:16:39,source-002,ملك البحرين يبدأ زيارة رسمية إلى المانيا لبحث تعزيز العلاقات الثنائية  http://tinyurl.com/5p6jvn,[],neutral,0.994765043258667,joy,0.6969438791275024,362_المنتدى_سعودية_بحثت_الاقتصادي
977835841.0,2008-10-28,01:16:41,source-002,تراجع حاد في أسعار الأسهم الأوروبية وسط تكهنات بخفض المركزي الأوروبي معدل الفائدة  http://tinyurl.com/6m8lso,[],neutral,0.5590401887893677,fear,0.2947752773761749,55_الفائدة_انكماش_يخفض_يبقي
977723271.0,2008-10-27,23:47:53,source-002,الجراحات التجميلية أبرز محاور المؤتمر الطبي السوري الألماني  http://tinyurl.com/5hfcj9,[],neutral,0.9909193515777588,joy,0.6635744571685791,3527_يخيف_نظافة_العشراوي_الجراحات
