id,date,time,anon_name,tweet,hashtags,sentiment_label,sentiment_score,emotion_label,emotion_score,Name
8426944315.0,2010-01-31,03:12:12,source-003,زعيم المتمردين الحوثيين في اليمن يعلن قبوله شروط الحكومة الخمسة لوقف الحرب  http://bit.ly/alcW1v,[],neutral,0.9760319590568542,anger,0.3438660204410553,1144_الطقس_المتوقع_الخمسة_الأيام
8426640578.0,2010-01-31,03:02:22,source-002,الجزائر تفشل في تضميد جراحها بخسارتها أمام نيجيريا  http://bit.ly/aNPh6J,[],negative,0.979482352733612,sadness,0.6632699370384216,120_أمم_الأفريقية_غانا_تصفيات
8426639802.0,2010-01-31,03:02:20,source-002,تنظيم عمل البنوك والأسواق المالية يسيطر على مناقشات دافوس  http://bit.ly/dmgj8L,[],neutral,0.9596782326698304,anger,0.6036295294761658,3406_والأسواق_مؤشرات_البورصة_بورصة
8426639126.0,2010-01-31,03:02:19,source-002,جراح فيردر بريمن تزداد عمقاً وبايرن ميونيخ يعود إلى الصدارة  http://bit.ly/bodnxi,[],neutral,0.8175669312477112,sadness,0.5623480081558228,117_بايرن_ميونيخ_دورتموند_البوندسليغا
8420663022.0,2010-01-30,23:39:31,source-003,واشنطن تبرر بيع أسلحة لتايوان والصين ترد بتعليق علاقاتها  العسكرية مع الولايات المتحدة  http://bit.ly/bEKmAE,[],neutral,0.6985220313072205,anger,0.8684173822402954,4605_لتايوان_تايوان_بيع_أسلحة
8417662979.0,2010-01-30,22:05:49,source-002,مسلمو ألمانيا يسارعون بالتبرع لضحايا زلزال هايتي  http://bit.ly/cYBICD,[],positive,0.521106481552124,surprise,0.2976568043231964,-1_أردوغان_الأسد_الشعب_ترمب
8417511249.0,2010-01-30,22:01:10,source-005,I uploaded a YouTube video -- تتارستان   حلقة وصل في التعاون بين روسيا والعالم العربي  http://youtu.be/QMx-KP13UII?a,[],positive,0.7836335897445679,anger,0.6569132804870605,2730_شعرة_تتارستان_مئذنة_معاوية
8417226897.0,2010-01-30,21:52:21,source-005,I uploaded a YouTube video -- برج الحرية معلم إيراني بارز في طهران.flv  http://youtu.be/YmtDp-GIAd0?a,[],neutral,0.5143111348152161,joy,0.8151155114173889,5240_معلمة_حنان_معلم_عشراوي
8416906282.0,2010-01-30,21:42:16,source-005,I uploaded a YouTube video -- انعاش الفن الغجري بموسكو.flv  http://youtu.be/6_t8tvsPpKA?a,[],neutral,0.8983608484268188,joy,0.8821666240692139,4083_عمال_انعاش_إضراب_مطالبها
8416905913.0,2010-01-30,21:42:15,source-005,I uploaded a YouTube video -- الباليه الكلاسيكي يتألق بفضل أساتذته الكبار.flv  http://youtu.be/NziOm-7doh4?a,[],positive,0.9806773066520692,joy,0.9551804661750792,964_مسرح_البولشوي_باليه_الباليه
8416904835.0,2010-01-30,21:42:13,source-005,I uploaded a YouTube video -- العالم يعول على الاقتصادات الناشئة.flv  http://youtu.be/fRpnIChuin4?a,[],neutral,0.7740009427070618,joy,0.6170653104782104,2107_المستثمرون_تدفقات_الناشئة_السندات
8416903925.0,2010-01-30,21:42:12,source-005,I uploaded a YouTube video -- معدلات العنف ترتفع بشكل كبير في العراق العام الماضي.flv  http://youtu.be/t3qSti8dGFA?a,[],negative,0.7702192664146423,sadness,0.2666763961315155,761_عراقيا_جنديا_يونامي_لاجئا
8416903018.0,2010-01-30,21:42:10,source-005,I uploaded a YouTube video -- خبير كويتي _ايران تريد زيادة فرصها على حساب الآخرين  http://youtu.be/NDUCXk3e3kc?a,[],neutral,0.8510809540748596,anger,0.9049018025398254,2352_الكلاب_انفعالات_تمييز_أذنا
8416899567.0,2010-01-30,21:42:04,source-005,I uploaded a YouTube video -- السجن في روسيا.. إصلاح وتأهيل  http://youtu.be/_UXMpK5Cjgc?a,[],neutral,0.9371646642684937,anger,0.5152488946914673,2204_لترميم_وتأهيل_مسجدا_التاريخية
8416899150.0,2010-01-30,21:42:03,source-005,I uploaded a YouTube video -- الجناح الروسي في معرض القاهرة الدولي للكتاب يستقبل الأطفال  http://youtu.be/vXUxnFiaM6w?a,[],neutral,0.963703155517578,joy,0.8828176259994507,214_للكتاب_الكتاب_معرض_بمعرض
8416897601.0,2010-01-30,21:42:00,source-005,I uploaded a YouTube video -- جمعيات مكافحة المخدرات في لبنان تحذر من مادة الـبول شوت  http://youtu.be/PgpstX7u5b8?a,[],negative,0.8288531303405762,anger,0.6876539587974548,1893_الحشيش_تشريع_الحشيشة_زراعة
8416896484.0,2010-01-30,21:41:58,source-005,I uploaded a YouTube video -- استعراضات العين الجوية 2010 تختتم بأبوظبي.flv  http://youtu.be/l7j0bRM4SRE?a,[],neutral,0.9832271337509156,joy,0.930489420890808,-1_أردوغان_الأسد_الشعب_ترمب
8416426193.0,2010-01-30,21:27:21,source-005,I uploaded a YouTube video -- يوم 30 يناير_كانون الثاني.flv  http://youtu.be/nxLiqvqdT0I?a,[],neutral,0.945494830608368,joy,0.8087638020515442,3858_نصنع_ننتقل_الثاني_تطبيقها
8415618481.0,2010-01-30,21:02:01,source-002,مجلس العلم في ألمانيا يوصي بتدريب الأئمة في جامعات ألمانية  http://bit.ly/dvjVTU,[],neutral,0.9549974799156188,anger,0.3166646361351013,5453_جامعات_الجامعات_خريجيها_العالي
8413528536.0,2010-01-30,19:55:27,source-002,بكين تعلن تجميد علاقاتها العسكرية مع واشنطن  بسبب تايوان  http://bit.ly/b9CwlF,[],neutral,0.9777397513389589,surprise,0.3847330510616302,1190_علاقاتها_تقطع_الدبلوماسية_قطع
8412362333.0,2010-01-30,19:15:35,source-003,عريقات يطالب واشنطن بالضغط على إسرائيل فيما رحبت الأخيرة باستئناف العملية السلمية  http://bit.ly/9o3xPo,[],neutral,0.9793931245803832,anger,0.487862080335617,4136_باستئناف_عوائق_والبعثة_عواقب
8411717051.0,2010-01-30,18:51:43,source-002,أجنبيات وعراقيات في مقدمة ضحايا الاتجار بالبشر في سوريا  http://bit.ly/amilzm,[],negative,0.8507857322692871,sadness,0.2881807386875152,113_التحرش_سوريات_الجنسي_القاصرات
