id,date,time,anon_name,tweet,hashtags,sentiment_label,sentiment_score,emotion_label,emotion_score,Name
1647441706.0,2009-04-29,15:01:52,source-009,RT: @mbc_group: المحكمة الدولية تحدد اليوم مصير الضباط المحتجزين بقضية الحريري      http://www.alarabiya.net/articles/2009/04/29/71655.html,[],neutral,0.9959436058998108,anger,0.7587650418281555,137_رفيق_بلبنان_الحريري_عياش
1647441399.0,2009-04-29,15:01:47,source-009,RT: @mbc_group: انفلونزا الخنازير يستنفر العالم مع اكتشاف ألمانيا أول الإصابات     http://www.alarabiya.net/articles/2009/04/29/71652.html,[],neutral,0.938014566898346,surprise,0.2799490988254547,2233_انفلونزا_الخنازير_يسجل_اخبار
1646999212.0,2009-04-29,13:08:00,source-009,جندي أمريكي يواجه الإعدام بتهمة اغتصاب فتاة عراقية وقتلها      http://www.alarabiya.net/articles/2009/04/28/71609.html,[],neutral,0.5834645628929138,anger,0.6553337574005127,4846_بدارفور_اغتصاب_جماعي_يوناميد
1646997533.0,2009-04-29,13:07:36,source-009,"إعلان حالة التأهب القصوى في الخليج لمواجهة ""إنفلونزا الخنازير""      http://www.alarabiya.net/articles/2009/04/28/71588.html",[],negative,0.9222527146339417,joy,0.3417094945907593,2623_الخنازير_إنفلونزا_بإنفلونزا_أنفلونزا
1646995214.0,2009-04-29,13:07:04,source-009,"أوباما يختار ""عالماً مصرياً بارزاً"" ضمن مجلسه الاستشاري     http://www.alarabiya.net/articles/2009/04/28/71630.html",[],neutral,0.9773786067962646,surprise,0.3803601264953613,2483_لنواب_الاستشاري_للمجلس_للمؤتمر
1646994042.0,2009-04-29,13:06:47,source-009,"تزايد التوتر بجنوب اليمن مع مقتل شرطي واشتباكات مع ""انفصاليين""     http://www.alarabiya.net/articles/2009/04/28/71605.html",[],negative,0.5245091915130615,disgust,0.3479335308074951,3170_بجنوب_والمفاوضات_ونذر_بإثيوبيا
1638476121.0,2009-04-28,18:41:38,source-009,"اليمن.. اشتباكات بين الشرطة ومحتجين ""انفصاليين"" بالجنوب     http://www.alarabiya.net/articles/2009/04/28/71605.html",[],neutral,0.5524134635925293,anger,0.4646396040916443,-1_أردوغان_الأسد_الشعب_ترمب
1637064129.0,2009-04-28,13:08:04,source-009,"الصحة العالمية تحذر من ""وباء"" انفلونزا الخنازير وترفع درجة الانذار     http://www.alarabiya.net/articles/2009/04/28/71588.html",[],neutral,0.7815171480178833,surprise,0.2553454935550689,2233_انفلونزا_الخنازير_يسجل_اخبار
1636879321.0,2009-04-28,12:26:02,source-009,"عباس يرفض شروط إسرائيل للاعتراف بها ""دولة يهودية""    http://www.alarabiya.net/articles/2009/04/27/71561.html",[],neutral,0.9232511520385742,anger,0.5897203683853149,936_بدولة_الاعتراف_للاعتراف_بالاعتراف
1636869569.0,2009-04-28,12:23:52,source-009,"وزارة الدفاع تؤكد اعتقال أمير ""دولة العراق الإسلامية""     http://www.alarabiya.net/articles/2009/04/27/71574.html",[],neutral,0.9527409672737122,anger,0.8603665828704834,4004_بالدوحة_الدوحة_المتينة_رحاله
1636865838.0,2009-04-28,12:23:02,source-009,"""توصية سرية"" تقرر مصير 4 ضباط لبنانيين موقوفين بقضية الحريري     http://www.alarabiya.net/articles/2009/04/27/71570.html",[],neutral,0.9893810749053956,surprise,0.3881683349609375,137_رفيق_بلبنان_الحريري_عياش
1629367214.0,2009-04-27,20:46:26,source-009,داود الشريان رئيسا لتحرير موقعي العربية.نت والأسواق.نت     http://www.alarabiya.net/articles/2009/04/27/71550.html,[],neutral,0.956454575061798,joy,0.7682315111160278,4760_والتلفزيون_الإذاعة_الشريان_لهيئة
