id,date,time,anon_name,tweet,hashtags,sentiment_label,sentiment_score,emotion_label,emotion_score,Name
5298121183.0,2009-10-31,03:23:03,source-003,قائد عسكري أميركي يتوقع هجمات كبيرة في العراق قبل وبعد الانتخابات التشريعية  http://bit.ly/3l5bYZ,[],neutral,0.8684808611869812,anger,0.5240132808685303,3949_ناخب_التشريعية_مدعوون_ببنغلاديش
5297110058.0,2009-10-31,02:37:53,source-002,الناتو يبرئ الجيش الألماني في أفغانستان بعد غارته على صهريجي وقود  http://bit.ly/2Q4FXC,[],neutral,0.6934953927993774,anger,0.9354260563850404,-1_أردوغان_الأسد_الشعب_ترمب
5295973155.0,2009-10-31,01:46:46,source-004,منظمة الهجرة الدولية تشير إلى تأثير الركود الاقتصادي على الأطفال والمراهقين في غواتيمالا : أكد المسح الجديد لمن..  http://bit.ly/4gmbKl,[],neutral,0.7089864611625671,sadness,0.3598817884922027,1982_المسح_الجيولوجي_زلزالا_قوته
5295551814.0,2009-10-31,01:28:02,source-004,الأمين العام للأمم المتحدة ينعي ضحايا إعتداء أفغانستان في اجتماع للموظفين عقد صباح اليوم بالمقر الدائم: نعى أمي..  http://bit.ly/3UIegS,[],neutral,0.969806969165802,sadness,0.3900083303451538,-1_أردوغان_الأسد_الشعب_ترمب
5295547286.0,2009-10-31,01:27:49,source-004,مايكل يجتمع مع مسئول من حزب الله ويعرب عن القلق للحوادث الأمنية التي شهدها الجنوب اللبناني مؤخرا: إلتقى مايكل و..  http://bit.ly/1gD1zD,[],negative,0.5143077969551086,joy,0.3374016880989074,4353_جاكسون_مايكل_جانيت_البوب
5295543780.0,2009-10-31,01:27:40,source-004,لوروا يؤكد في أبوجا أن الحل السياسي لمشكلة دارفور لن يفرض بل يجب التفاوض حوله: أعلن الان لوروا وكيل الأمين العا..  http://bit.ly/26a6vU,[],neutral,0.9332700967788696,anger,0.6413923501968384,572_دارفور_اليوناميد_يوناميد_المختلطة
5294294040.0,2009-10-31,00:32:04,source-003,عباس يشن هجوما لاذعا على نتانياهو ويتهمه بالإضرار بعملية السلام: عباس يشن هجوما لاذعا على نتانياهو ويتهمه بالإض..  http://bit.ly/2b46Rs,[],negative,0.9789091348648072,anger,0.9030548930168152,-1_أردوغان_الأسد_الشعب_ترمب
5293354036.0,2009-10-30,23:51:41,source-004,منظمة الصحة العالمية تطلق حملة دولية للتوعية بخطورة مرض الإلتهاب الرئوي وتعلن عن يوم عالمي لمكافحة المرض: أعلنت..  http://bit.ly/4iNiG3,[],neutral,0.8560522794723511,sadness,0.2979045510292053,3524_الرئوي_الالتهاب_والملاريا_والسل
5293353053.0,2009-10-30,23:51:39,source-004,ذكرت المفوضية العليا لشؤون اللاجئين أن عددا من المشردين داخليا قتلوا أو جرحوا لدى تعرض معسكرعلى مشارف صعدة شمال..  http://bit.ly/28U5gU,[],negative,0.7381189465522766,sadness,0.5861232876777649,-1_أردوغان_الأسد_الشعب_ترمب
5293352054.0,2009-10-30,23:51:36,source-004,عقدت منظمة الصحة العالمية اجتماعاً لمدة أسبوع لدراسة أعباء الأمراض التي تنتشر عن طريق الغذاء، مزيد من التفاصيل ..  http://bit.ly/4DW7qU,[],neutral,0.902853548526764,surprise,0.3190477788448334,4576_أعباء_سيبدو_تقاسمت_ومسؤوليات
5293345055.0,2009-10-30,23:51:18,source-004,عقد مؤتمر صحفي في المقر الدائم إطلقت خلاله الدراسة العالمية حول دور المرأة في التنمية لعام 2009. المزيد فيما يلي.  http://bit.ly/HoDn6,[],neutral,0.989220917224884,joy,0.7438916563987732,250_الإنمائية_المساواة_الجنسين_للألفية
5293057788.0,2009-10-30,23:38:58,source-002,الاقتصاد الأمريكي ينجح في الخروج من حالة الركود  http://bit.ly/KQLsH,[],positive,0.5091304183006287,sadness,0.3016806840896606,-1_أردوغان_الأسد_الشعب_ترمب
5291885326.0,2009-10-30,22:49:53,source-004,الصليب الأحمر يحذر من آثار أعمال العنف في باكستان على حياة المدنيين: حذرت اللجنة الدولية للصليب الأحمر من تأثير..  http://bit.ly/1wNkHa,[],neutral,0.5465076565742493,anger,0.3514594733715057,4203_موظفة_خطف_للصليب_الصليب
5291884504.0,2009-10-30,22:49:51,source-004,المفوضية العليا لشؤون اللاجئين تتحدث عن مقتل عدد من المشردين داخليا في شمال اليمن : ذكرت المفوضية العليا لشؤون ..  http://bit.ly/30jEWt,[],negative,0.8833643198013306,sadness,0.4467497766017914,37_المفوضة_أدان_الأمين_السامية
5290304018.0,2009-10-30,21:47:49,source-004,في هذه الحلقة الجديدة نستعرض عددا من القضايا ومن بينها مقتل ستة من موظفي الأمم المتحدة في أفغانستان، ثم القضايا..  http://bit.ly/1F0a1l,[],neutral,0.9300139546394348,sadness,0.446248322725296,1246_الأفغان_الضحايا_المدنيين_للضحايا
5288782697.0,2009-10-30,20:46:58,source-004,سيداتي وسادتي يتناول من المقر الدائم هذا الأسبوع المؤتمر الصحفي الشهري للأمين العام للأمم المتحدة والذي انعقد ف..  http://bit.ly/3IYceg,[],neutral,0.9707340598106384,joy,0.5473474860191345,1669_سادتي_سيداتي_عارف_حجاوي
5288582296.0,2009-10-30,20:38:42,source-002,مهرجان لايبزغ السينمائي يركّز على التعريف بالمجتمعات الأفريقية  http://bit.ly/3lXK8n,[],neutral,0.944686233997345,joy,0.8687319755554199,125_السينمائي_مهرجان_لمهرجان_للفيلم
5286519671.0,2009-10-30,19:05:57,source-003,كلينتون تؤيد استمرار التفاوض مع إيران في ظل أنباء حول رفض طهران للعرض الدولي  http://bit.ly/2nioJA,[],neutral,0.9900314807891846,anger,0.7713109850883484,253_النازية_النصر_للنصر_الحمراء
5285443936.0,2009-10-30,18:06:30,source-002,قمة الاتحاد الأوروبي تمهد الطريق أمام التصديق على معاهدة لشبونة  http://bit.ly/2JdEwp,[],neutral,0.9844982028007508,anger,0.3247492909431457,5451_تمهد_لاقتحام_لمعركة_الطريق
5284978569.0,2009-10-30,17:37:13,source-002,مد جسور الحوار بين الثقافتين الألمانية والسورية - شاب ألماني يحل ضيفا على عائلة مسيحية دمشقية  http://bit.ly/13oHT1,[],neutral,0.8761144876480103,joy,0.7373343110084534,4384_الغارات_والسورية_الجوية_الإسرائيلية
5284468029.0,2009-10-30,17:02:02,source-003,الجمعية العامة للأمم المتحدة تناقش تقرير غولدستون الأربعاء المقبل: أكد متحدث باسم رئيس الجمعية العامة للأمم الم..  http://bit.ly/2N11WZ,[],neutral,0.994331121444702,anger,0.4141727685928345,621_الجمعية_للأمم_العامة_كلمة
5283134414.0,2009-10-30,15:13:23,source-003,مجلس السلم والأمن في الاتحاد الإفريقي يدعو إلى محاكمة مرتكبي الجرائم في دارفور: تبنى مجلس السلم والأمن في الاتح..  http://bit.ly/3pmeVm,[],neutral,0.9900654554367064,anger,0.5316766500473022,1845_الإفريقي_للاتحاد_الاتحاد_الأفريقي
5281357463.0,2009-10-30,12:36:15,source-003,"اوباما يبحث مع كبار قادة الجيش إستراتيجية بلاده المقبلة في أفغانستان  : اوباما يبحث مع كبار قادة الجيش إستراتي..  http://bit.ly/xg6gV",[],neutral,0.9960826635360718,anger,0.3308454155921936,1495_كبار_العلماء_هيئة_يكتشفون
5278021056.0,2009-10-30,09:12:27,source-003,واشنطن لا تزال تنتظر ردا رسميا من إيران بشأن الاتفاق المتعلق بتخصيب اليورانيوم: أعلنت وزارة الخارجية الأميركية ..  http://bit.ly/2xJsxv,[],neutral,0.9733179807662964,anger,0.3972517251968384,14_الذرية_اليورانيوم_النووي_تخصيب
5275148826.0,2009-10-30,07:11:48,source-003,فيلتمان : واشنطن تريد إقامة علاقة بناءة مع دمشق لكن ذلك لن يتم على حساب سيادة لبنان: قال جيفري فيلتمان مساعد وز..  http://bit.ly/2PiLFV,[],neutral,0.9122010469436646,anger,0.7294496893882751,2546_جيفري_الملياردير_إبستين_إيبستين
5271317528.0,2009-10-30,04:37:14,source-002,حجج المعارضين لحملة التطعيم ضد أنفلونزا الخنازير  http://bit.ly/4nBm8L,[],neutral,0.7727316617965698,anger,0.5469528436660767,2623_الخنازير_إنفلونزا_بإنفلونزا_أنفلونزا
5271316676.0,2009-10-30,04:37:12,source-002,حجج المؤيدين للتطعيم ضد أنفلونزا الخنازير في ألمانيا  http://bit.ly/3Dp5T5,[],neutral,0.9913651943206788,surprise,0.5665202140808105,2786_الحصبة_للتطعيم_التطعيم_شلل
5270790990.0,2009-10-30,04:15:11,source-004,الأمين العام للأمم المتحدة يطلب مزيدا من الإجراءات الأمنية لحماية موظفي المنظمة: حث الأمين العام للأمم المتحدة ..  http://bit.ly/FwBi2,[],neutral,0.9879092574119568,joy,0.3847672343254089,4421_موظفي_المستثناة_لمقرات_للفئات
5270137028.0,2009-10-30,03:47:26,source-004,"الأمم المتحدة تعقد ندوة تحت عنوان ""تحقيق الأمن الغذائي في أوقات الازمات"" في إطار الاحتفالات بيوم الغذاء العالمي..  http://bit.ly/4b4cF8",[],neutral,0.9755567908287048,joy,0.4351122379302978,250_الإنمائية_المساواة_الجنسين_للألفية
5269938725.0,2009-10-30,03:38:50,source-002,انطلاق القمة الأوروبية في بروكسل وسط خلافات داخلية  http://bit.ly/3UqrYu,[],neutral,0.8962453007698059,sadness,0.2791755795478821,2640_بروكسل_البلجيكية_بلجيكا_مطارها
