id,date,time,anon_name,tweet,hashtags,sentiment_label,sentiment_score,emotion_label,emotion_score,Name
2936855775.0,2009-07-31,02:06:58,source-003,إسرائيل تسمح لأعضاء فتح في الخارج بالدخول إلى الضفة للمشاركة في مؤتمر الحركة  http://bit.ly/CHo9c,[],neutral,0.9757363200187684,anger,0.3111880421638489,-1_أردوغان_الأسد_الشعب_ترمب
2936823667.0,2009-07-31,02:05:12,source-003,واشنطن تنظر في بدائل لنظام الدفاع الصاروخي وتتجاهل الاعتراضات الروسية  http://bit.ly/hrMo2,[],neutral,0.6376787424087524,anger,0.7559385895729065,282_معاهدة_الدرع_ستارت_المدى
2936818841.0,2009-07-31,02:04:56,source-003,واشنطن تنظر في بدائل لنظام الدفاع الصاروخي وتتجاهل الاعتراضات الروسية  http://rznqm.tk,[],neutral,0.6376787424087524,anger,0.7559385895729065,282_معاهدة_الدرع_ستارت_المدى
2936136009.0,2009-07-31,01:26:38,source-002,منظمات حقوق الإنسان تعلن عن مساندتها للصحفية السودانية  http://bit.ly/18y9BJ,[],neutral,0.6504152417182922,joy,0.656241774559021,-1_أردوغان_الأسد_الشعب_ترمب
2932875451.0,2009-07-30,22:27:00,source-002,الترجمة وسيلة للتعرف على الآخر  http://bit.ly/kHeBh,[],positive,0.5365232229232788,joy,0.5233685970306396,5497_ازدهار_يترجم_شعراء_الترجمة
2932874527.0,2009-07-30,22:26:57,source-002,ارتفاع واضح للتسوق عبر الإنترنت والكتالوج في ألمانيا  http://bit.ly/GRPNf,[],positive,0.7391140460968018,surprise,0.3567545711994171,2808_للتسوق_دينيس_ملاري_تصوير
2932011021.0,2009-07-30,21:37:41,source-002,شوماخر يعود إلى عالم فورولا 1 بعد عامين من الاعتزال  http://bit.ly/IbqdO,[],neutral,0.9935799837112428,joy,0.5337377190589905,927_شوماخر_الغيبوبة_مايكل_فورمولا
2930737718.0,2009-07-30,20:21:48,source-002,جمعية مكافحة مرض السرطان الألمانية تحذر من حمامات الشمس الاصطناعية  http://bit.ly/GxjCv,[],negative,0.6492218971252441,anger,0.3497657179832458,1_دراسة_الوزن_سرطان_النوم
2930736372.0,2009-07-30,20:21:43,source-002,تعليقات الصحف الألمانية 30 يوليو/ تموز 2009  http://bit.ly/H5hCA,[],neutral,0.9901920557022096,joy,0.4598993360996246,516_تعليقات_الصحف_الألمانية_ساخرة
2930735273.0,2009-07-30,20:21:39,source-002,الانتخابات الكردية تسفر عن بقاء التركيبة السياسية الراهنة  http://bit.ly/1P20RS,[],neutral,0.9888553023338318,sadness,0.3644669353961944,762_وافد_الكفالة_الوافدين_التركيبة
2930733705.0,2009-07-30,20:21:33,source-002,العرب في ألمانيا - مشاركة سياسية ضعيفة رغم الزيادة العددية  http://bit.ly/2lDpUw,[],negative,0.8591077327728271,surprise,0.3900778889656067,4570_المدارية_كيار_المداري_مداري
2915793177.0,2009-07-30,02:00:23,source-003,"مسؤول في ""الحراك الجنوبي"" يؤكد رفض الفضلي مغادرة اليمن مهما كانت الأسباب #Yemen  http://ggntk.tk",['#yemen'],neutral,0.9553158283233644,anger,0.6407928466796875,75_بحاح_هادي_ربه_صالح
2915781655.0,2009-07-30,01:59:48,source-003,انتخابات كردستان تسفر عن فوز البرزاني بالرئاسة وبروز قوى سياسية جديدة  #Kurdistan  http://312yx.tk,['#kurdistan'],neutral,0.8926803469657898,joy,0.7405781745910645,62_كردستان_بارزاني_إقليم_أربيل
2915765072.0,2009-07-30,01:58:48,source-003,"فتح تتمسك بعقد مؤتمرها في موعده المحدد وتهدد باتخاذ ""قرارات تاريخية"" ضد حماس #Palestine #Hamas  http://weph4.tk","['#palestine', '#hamas']",neutral,0.8424912691116333,anger,0.8080185055732727,35_المصالحة_هنية_حماس_وحماس
2915742593.0,2009-07-30,01:57:25,source-003,الحريري: الصيغة الحكومية أصبحت شبه نهائية ونعمل على توزيع الحقائب الوزارية  #Lebanon  http://vxumq.tk,['#lebanon'],neutral,0.6656585335731506,surprise,0.3073222935199737,-1_أردوغان_الأسد_الشعب_ترمب
2912264399.0,2009-07-29,22:31:02,source-002,شراكة لمدة عشر سنوات بين مايكروسوفت وياهو في البحث عبر الإنترنت  http://bit.ly/PfqRV,[],neutral,0.7547881603240967,joy,0.6939663887023926,1031_ويندوز_مايكروسوفت_أوفيس_التشغيل
2912260040.0,2009-07-29,22:30:47,source-002,"براد بيت يحضر العرض الألماني الأول لفيلم ""أوغاد مشينون"" في برلين  http://bit.ly/rKQZX",[],neutral,0.990051805973053,joy,0.3334903717041015,514_براد_جولي_أنجلينا_ديب
2911146567.0,2009-07-29,21:24:51,source-003,هآرتس : إسرائيل تبحث إمكانية إحياء لجنة الهدنة مع لبنان التي شكلت في عام 1949 #Lebanon #Israel #Haaretz  http://x9tg8.tk,"['#lebanon', '#israel', '#haaretz']",neutral,0.9960752129554749,sadness,0.2897661924362182,-1_أردوغان_الأسد_الشعب_ترمب
2910893217.0,2009-07-29,21:09:17,source-003,تجدد المواجهات بين قوات الأمن العراقية ومجاهدي خلق في معسكر أشرف  #Iraq  http://nxr45.tk,['#iraq'],neutral,0.908027410507202,anger,0.6448076367378235,1688_خلق_مجاهدي_ليبرتي_درنة
2909975881.0,2009-07-29,20:11:11,source-003,Live results from Kurdistan elections - Click To Watch  http://www.alhurra.com/streamingAr.aspx #Kurdistan #Barazani #Iraq,"['#kurdistan', '#barazani', '#iraq']",neutral,0.9368813633918762,anger,0.2641120254993438,
