id,date,time,anon_name,tweet,hashtags,sentiment_label,sentiment_score,emotion_label,emotion_score,Name
19949253260.0,2010-07-31,04:57:05,source-003,تأييد أوروبي وأميركي لموقف جامعة الدول العربية بدعم بدء المفاوضات المباشرة بين إسرائيل والفلسطينيين  http://bit.ly/d829JM,[],positive,0.6379321813583374,anger,0.6773320436477661,143_والفلسطينيين_ميتشل_والإسرائيليين_الإسرائيليين
19948655509.0,2010-07-31,04:46:56,source-005,يليتس – مدينة المجد العسكري واحدى اجمل مدن روسيا القديمة: يليتس – مدينة المجد العسكري واحدى   اجمل مدن روسيا القدي...  http://bit.ly/cRIbPF,[],positive,0.7677024006843567,joy,0.9299548864364624,3845_اجمل_ازياء_الهلابي_فاطمة
19948258010.0,2010-07-31,04:40:13,source-004,مجلس الأمن يطالب كافة الأطراف في دارفور بالتعاون مع يوناميد ويحثها على الانضمام لمحادثات السلام في الدوحة: أصدر مج...  http://bit.ly/9xqqqX,[],neutral,0.9783000349998474,anger,0.6745380163192749,572_دارفور_اليوناميد_يوناميد_المختلطة
19943927192.0,2010-07-31,03:25:50,source-003,إسرائيل تتقدم بشكوى إلى مجلس الأمن عقب إطلاق صاروخ من قطاع غزة على أراضيها  http://bit.ly/cOZOSV,[],neutral,0.5529882311820984,anger,0.545839786529541,1507_شكوى_بشكوى_الخرق_تتقدم
19941591089.0,2010-07-31,02:45:45,source-005,الروسية فيوفانوفا تحرز ذهبية القفز بالزانة في برشلونة: أحرزت الروسية سفيتلانا فيوفانوفا الميدالية الذهبية في مسابق...  http://bit.ly/azFc15,[],neutral,0.9764304757118224,joy,0.7882847189903259,130_ذهبية_بذهبية_الميدالية_تحرز
19941139225.0,2010-07-31,02:37:59,source-004,اعتماد استراتجية جديدة لعمليات الدعم الميداني: قدمت سوزانا مالكورا، وكيلة الأمين العام للدعم الميداني في مؤتمر صحف...  http://bit.ly/9ULEqK,[],neutral,0.9938812255859376,joy,0.639024019241333,37_المفوضة_أدان_الأمين_السامية
19938174710.0,2010-07-31,01:45:18,source-005,"لا يا مصر العربية.. ما هكذا الوفاء للعراقيين: إلى وقت قريب, كنت أجد في إدانة الكثيرين للعرب, إدانة تحتاج إلى كثير ...  http://bit.ly/a8Ft8T",[],negative,0.9562692642211914,joy,0.5107804536819458,8_زاوية_مقال_القشطيني_عطا
19936952865.0,2010-07-31,01:23:52,source-003,"احمدي نجاد يأسف للدور ""السلبي"" الذي لعبته واشنطن ولندن بخصوص الاتفاق الثلاثي لتبادل اليوارنيوم الإيراني  http://bit.ly/by8Uo2",[],negative,0.921566605567932,anger,0.8106659054756165,1659_السجناء_لتبادل_للسجناء_استعدادها
19934688405.0,2010-07-31,00:44:46,source-005,سيدات روسيا تحرزن المراكز الثلاثة الاولى في سباق 400 م في برشلونة: أحرزت روسيا المراكز الثلاثة الأولى في سباق 400 ...  http://bit.ly/9yLg9D,[],neutral,0.9893414974212646,joy,0.7346453070640564,-1_أردوغان_الأسد_الشعب_ترمب
19934136543.0,2010-07-31,00:35:16,source-004,الأمم المتحدة تدين الهجوم على مدينة عسقلان اليوم: أدان مكتب منسق الأمم المتحدة الخاص لعملية السلام في الشرق الأوسط...  http://bit.ly/b28ljl,[],neutral,0.4965740740299225,anger,0.6261163949966431,37_المفوضة_أدان_الأمين_السامية
